AvgBasket,OrdersPerMonth,DaysSinceLast,LinesPerOrder,TrueType
21.43,1.73,41.35,1.19,bargain hunters
30.4,1.33,71.73,1.45,bargain hunters
83.01,1.79,10.33,4.21,bulk buyers
25.75,4.25,13.12,3.54,weekly regulars
21.61,0.37,91.04,1.45,lapsed
40.0,13.04,6.93,2.66,weekly regulars
46.33,9.68,13.7,1.47,weekly regulars
58.38,7.51,14.98,2.61,weekly regulars
29.05,5.85,13.19,2.14,weekly regulars
30.11,7.46,11.79,3.38,weekly regulars
105.16,1.44,6.99,6.66,bulk buyers
52.16,2.01,9.83,8.54,bulk buyers
45.57,10.17,12.45,2.85,weekly regulars
14.14,1.8,51.6,2.03,bargain hunters
34.42,10.36,8.63,3.44,weekly regulars
23.69,11.64,10.38,3.86,weekly regulars
45.22,5.87,8.39,4.5,weekly regulars
47.8,10.03,14.29,1.89,weekly regulars
121.12,1.15,11.09,5.08,bulk buyers
17.92,3.1,52.62,1.45,bargain hunters
26.75,8.94,10.14,1.45,weekly regulars
29.05,0.57,66.9,1.3,lapsed
30.11,0.34,78.77,1.26,lapsed
80.76,2.09,69.53,4.76,unclassifiable
29.08,0.51,74.86,0.77,lapsed
21.96,2.8,47.71,1.42,bargain hunters
36.95,10.97,5.55,4.44,weekly regulars
40.47,7.01,11.35,3.69,weekly regulars
91.97,1.53,5.54,8.55,bulk buyers
23.93,1.46,71.34,1.45,bargain hunters
17.16,2.11,14.25,1.66,bargain hunters
99.38,1.73,6.72,6.83,bulk buyers
24.32,2.22,59.69,1.25,bargain hunters
17.11,0.41,52.03,1.27,lapsed
169.09,0.94,8.3,5.84,bulk buyers
18.86,2.66,27.79,1.39,bargain hunters
25.08,1.33,56.53,1.19,bargain hunters
31.44,0.4,34.21,0.95,lapsed
27.93,8.26,8.13,2.48,weekly regulars
29.49,2.4,32.28,0.89,bargain hunters
117.33,2.07,6.32,3.07,bulk buyers
141.02,2.15,8.83,6.92,bulk buyers
49.52,9.36,14.59,2.85,weekly regulars
107.27,1.02,11.0,1.37,bulk buyers
152.83,1.27,8.88,6.94,bulk buyers
16.01,1.03,42.56,1.58,bargain hunters
24.92,9.56,15.04,4.07,weekly regulars
18.19,2.04,60.92,1.6,bargain hunters
96.79,2.2,5.48,7.87,bulk buyers
10.86,1.13,1.9,2.37,unclassifiable
20.88,0.31,94.28,1.16,lapsed
89.16,0.98,11.52,3.89,bulk buyers
15.31,0.39,52.06,0.97,lapsed
41.7,13.44,7.41,3.77,weekly regulars
19.46,0.72,30.6,3.94,unclassifiable
27.83,8.73,2.14,3.7,weekly regulars
125.2,1.23,8.93,6.09,bulk buyers
182.93,1.36,8.72,9.24,bulk buyers
12.94,0.3,107.06,1.22,lapsed
50.36,9.88,10.78,2.48,weekly regulars
27.86,0.44,79.41,0.91,lapsed
74.1,1.24,57.19,3.96,unclassifiable
22.03,1.54,60.88,1.14,bargain hunters
46.93,12.07,13.24,2.53,weekly regulars
22.45,0.35,74.59,1.0,lapsed
169.33,0.69,10.7,4.6,bulk buyers
33.29,5.77,11.22,2.78,weekly regulars
24.85,8.76,13.86,2.55,weekly regulars
16.38,0.49,91.9,1.42,lapsed
30.8,9.34,11.99,2.98,weekly regulars
24.13,7.87,10.14,1.74,weekly regulars
13.62,2.77,70.21,1.9,bargain hunters
21.33,0.49,63.35,0.73,lapsed
15.82,2.3,18.71,1.87,bargain hunters
37.86,3.03,58.82,1.48,bargain hunters
26.03,2.24,62.21,0.09,unclassifiable
55.91,5.74,13.32,3.63,weekly regulars
27.74,9.0,15.06,2.8,weekly regulars
21.6,5.7,17.15,4.06,weekly regulars
163.97,0.96,8.82,6.24,bulk buyers
29.01,1.75,53.43,2.13,bargain hunters
32.97,3.2,43.99,3.46,unclassifiable
24.17,6.65,11.27,4.09,weekly regulars
19.81,0.41,64.58,0.95,lapsed
36.64,5.1,16.98,3.62,weekly regulars
27.06,5.97,8.96,3.56,weekly regulars
12.25,1.2,19.62,1.42,bargain hunters
189.35,1.42,9.74,5.4,bulk buyers
23.68,0.22,60.54,1.3,lapsed
25.65,9.04,11.72,2.99,weekly regulars
17.48,1.94,80.42,1.66,bargain hunters
91.39,1.5,10.87,9.09,bulk buyers
38.93,9.3,10.24,3.57,weekly regulars
46.76,5.52,10.79,2.95,weekly regulars
12.99,1.99,37.61,1.8,bargain hunters
28.3,0.39,66.84,1.0,lapsed
31.46,0.49,78.34,1.44,lapsed
24.3,2.29,47.4,1.61,bargain hunters
24.97,14.55,14.87,3.28,weekly regulars
28.26,7.12,7.64,2.04,weekly regulars
129.24,1.45,10.07,7.26,bulk buyers
44.47,8.24,5.09,2.91,weekly regulars
28.11,10.75,15.42,3.86,weekly regulars
20.36,0.44,66.63,1.17,lapsed
15.69,2.23,34.78,1.0,bargain hunters
25.61,0.55,55.28,1.14,lapsed
18.57,7.3,17.0,4.01,weekly regulars
21.31,0.26,72.99,1.12,lapsed
30.75,3.89,16.93,2.65,unclassifiable
19.16,2.35,35.13,1.23,bargain hunters
28.5,2.52,51.34,1.16,bargain hunters
31.54,8.95,9.83,2.97,weekly regulars
11.69,2.27,30.13,1.4,bargain hunters
14.43,0.34,77.13,1.05,lapsed
124.04,1.8,10.96,6.56,bulk buyers
14.07,2.02,23.32,1.34,bargain hunters
25.77,9.31,12.89,3.04,weekly regulars
32.62,6.24,13.7,3.06,weekly regulars
95.13,1.65,8.07,7.66,bulk buyers
20.29,7.66,71.25,6.29,unclassifiable
25.27,2.39,48.73,1.55,bargain hunters
17.77,0.53,66.97,0.92,lapsed
157.43,2.22,9.94,4.5,bulk buyers
12.34,1.63,37.62,1.55,bargain hunters
16.19,1.97,58.07,0.55,bargain hunters
33.29,6.53,11.55,3.63,weekly regulars
24.09,6.06,14.02,3.67,weekly regulars
25.57,12.18,16.58,4.4,weekly regulars
40.85,6.39,13.47,2.68,weekly regulars
184.74,1.25,6.57,3.21,bulk buyers
135.85,0.18,9.25,4.75,bulk buyers
19.32,0.41,82.22,1.01,lapsed
20.43,0.77,45.79,1.06,bargain hunters
23.11,1.6,16.95,4.42,weekly regulars
121.88,7.42,1.44,1.7,unclassifiable
28.51,9.64,9.79,3.87,weekly regulars
102.78,1.39,10.77,5.07,bulk buyers
22.66,1.47,61.75,1.71,bargain hunters
31.82,7.06,13.56,2.63,weekly regulars
28.98,12.3,14.33,3.12,weekly regulars
19.39,1.95,45.97,1.29,bargain hunters
41.25,8.44,10.35,2.82,weekly regulars
35.86,13.58,14.56,2.54,weekly regulars
34.07,7.93,11.03,3.95,weekly regulars
171.12,6.46,6.54,2.97,unclassifiable
17.58,0.44,78.71,1.23,lapsed
30.68,6.04,14.87,4.81,unclassifiable
15.22,2.73,42.81,1.52,bargain hunters
145.47,0.77,8.97,5.75,bulk buyers
24.73,8.66,12.05,3.21,weekly regulars
30.03,2.15,21.37,1.34,bargain hunters
157.81,1.46,10.33,5.02,bulk buyers
19.66,0.47,43.52,1.32,bargain hunters
27.45,5.13,13.29,3.54,weekly regulars
22.79,5.98,6.78,2.64,weekly regulars
25.27,8.38,10.14,3.35,weekly regulars
27.79,3.73,60.57,1.07,unclassifiable
15.07,1.43,57.59,1.56,bargain hunters
37.54,9.28,8.19,3.17,weekly regulars
38.4,0.23,60.34,1.06,lapsed
18.82,1.08,28.33,0.96,bargain hunters
26.53,3.82,21.77,3.9,weekly regulars
15.99,2.41,42.53,0.94,bargain hunters
11.8,4.95,42.12,1.73,unclassifiable
13.21,1.62,35.62,1.16,bargain hunters
38.34,11.07,14.14,3.46,weekly regulars
39.95,5.39,5.73,3.43,weekly regulars
31.71,7.99,16.13,4.36,weekly regulars
39.09,3.79,17.04,1.46,unclassifiable
31.96,7.07,12.17,2.94,weekly regulars
201.8,1.8,7.4,6.6,bulk buyers
137.79,0.51,9.06,5.85,bulk buyers
17.78,0.18,66.37,1.01,lapsed
110.51,1.78,6.06,6.26,bulk buyers
28.35,10.29,15.45,2.87,weekly regulars
39.89,3.27,50.21,1.04,unclassifiable
179.01,1.59,7.85,2.98,bulk buyers
20.69,10.55,9.69,4.14,weekly regulars
90.82,1.22,8.9,4.5,bulk buyers
36.36,1.94,58.52,1.64,bargain hunters
169.75,1.48,5.43,5.65,bulk buyers
47.81,11.8,7.83,2.5,weekly regulars
24.37,1.73,45.75,2.04,bargain hunters
31.63,1.56,70.4,1.36,bargain hunters
324.01,1.84,47.19,1.34,unclassifiable
44.76,0.89,2.68,3.32,unclassifiable
35.79,5.3,20.97,0.91,unclassifiable
173.84,2.26,12.26,6.95,bulk buyers
29.15,0.49,71.22,0.81,lapsed
106.68,1.95,9.58,4.42,bulk buyers
28.92,6.23,12.39,3.61,weekly regulars
154.18,1.1,13.51,6.68,bulk buyers
187.57,0.94,10.09,7.56,bulk buyers
15.01,4.55,52.68,4.16,unclassifiable
43.9,9.82,16.47,1.74,weekly regulars
30.01,0.4,72.11,1.06,lapsed
54.33,3.24,10.7,4.77,unclassifiable
25.47,0.42,100.47,0.98,lapsed
18.49,2.09,36.15,0.72,bargain hunters
34.93,6.88,13.89,4.08,weekly regulars
38.15,10.56,13.24,2.35,weekly regulars
10.23,2.01,45.38,1.59,bargain hunters
133.39,1.92,8.17,7.29,bulk buyers
170.95,1.59,3.57,3.4,bulk buyers
159.26,1.34,9.17,7.55,bulk buyers
45.63,2.78,51.57,0.56,bargain hunters
17.61,0.54,33.32,1.15,lapsed
192.12,1.38,11.14,3.97,bulk buyers
44.74,9.67,8.59,3.67,weekly regulars
23.07,0.49,69.15,0.53,lapsed
16.68,0.41,78.62,0.94,lapsed
17.18,3.32,48.21,1.07,bargain hunters
32.99,7.88,5.65,3.07,weekly regulars
173.59,2.03,11.11,6.9,bulk buyers
17.08,2.81,40.9,1.78,bargain hunters
20.29,5.14,14.38,4.29,weekly regulars
21.12,0.32,99.17,0.9,lapsed
93.33,7.6,38.83,4.09,unclassifiable
38.39,8.29,16.14,3.23,weekly regulars
24.45,0.25,88.32,0.88,lapsed
138.32,1.67,6.33,7.26,bulk buyers
31.44,9.92,12.05,2.91,weekly regulars
21.33,0.44,79.77,1.21,lapsed
123.68,1.72,9.15,4.73,bulk buyers
13.62,1.77,39.1,1.43,bargain hunters
16.56,1.91,65.65,1.35,bargain hunters
153.78,1.48,11.11,4.62,bulk buyers
44.4,6.04,13.63,3.36,weekly regulars
34.41,10.36,12.62,3.66,weekly regulars
9.72,2.28,44.54,0.71,bargain hunters
34.17,11.07,4.75,4.01,weekly regulars
19.53,0.5,62.84,1.05,lapsed
38.85,0.62,125.79,0.9,lapsed
112.96,1.47,7.47,7.14,bulk buyers
29.8,11.57,8.37,3.69,weekly regulars
15.91,0.37,47.51,1.57,lapsed
25.44,11.7,10.07,3.39,weekly regulars
140.92,0.85,7.22,6.81,bulk buyers
17.04,2.55,53.36,1.45,bargain hunters
211.36,1.76,10.12,5.16,bulk buyers
82.03,1.6,10.81,7.02,bulk buyers
22.85,2.19,48.5,1.52,bargain hunters
19.06,1.72,31.05,1.93,bargain hunters
42.1,11.24,15.66,2.95,weekly regulars
22.71,0.34,37.93,1.37,lapsed
52.22,12.0,7.36,1.46,weekly regulars
195.88,0.89,10.54,6.56,bulk buyers
21.67,2.03,70.27,1.13,bargain hunters
24.81,0.12,110.66,1.51,lapsed
95.81,1.81,5.25,7.32,bulk buyers
15.68,1.85,30.52,1.26,bargain hunters
9.27,2.06,47.4,1.33,bargain hunters
23.43,1.65,26.27,1.64,bargain hunters
45.64,11.19,19.44,1.63,weekly regulars
15.62,2.5,61.1,1.87,bargain hunters
40.07,5.46,15.52,3.83,weekly regulars
22.96,8.18,13.79,2.71,weekly regulars
180.34,1.38,9.73,5.73,bulk buyers
41.82,10.9,9.79,1.82,weekly regulars
38.29,0.36,74.94,0.48,lapsed
30.16,0.36,85.67,0.97,lapsed
21.95,2.47,38.8,1.43,bargain hunters
18.5,2.43,49.01,1.68,bargain hunters
267.69,1.64,7.51,7.04,bulk buyers
31.31,8.47,8.39,3.19,weekly regulars
100.22,1.81,8.37,7.82,bulk buyers
196.52,1.72,5.9,6.62,bulk buyers
33.34,2.75,43.51,2.0,bargain hunters
21.65,1.34,39.93,1.33,bargain hunters
27.44,2.01,45.75,1.14,bargain hunters
10.43,2.42,0.62,3.11,unclassifiable
43.83,8.01,12.82,4.32,weekly regulars
47.23,4.15,29.42,1.77,unclassifiable
17.19,0.3,7.29,1.71,lapsed
17.61,2.34,40.19,1.65,bargain hunters
111.72,1.7,9.7,5.98,bulk buyers
36.86,1.78,44.09,1.25,bargain hunters
21.46,1.97,51.88,1.26,bargain hunters
24.67,0.39,74.69,1.09,lapsed
19.3,0.41,105.3,1.02,lapsed
24.58,6.96,12.45,4.54,weekly regulars
21.09,13.47,14.9,3.59,weekly regulars
33.57,6.82,10.15,4.5,weekly regulars
42.58,7.6,14.38,4.7,weekly regulars
128.17,1.27,14.89,6.84,bulk buyers
91.99,1.1,7.55,6.86,bulk buyers
21.43,0.55,101.97,1.02,lapsed
37.87,5.9,15.8,2.55,weekly regulars
24.75,2.29,46.28,1.22,bargain hunters
20.79,0.25,33.2,1.32,lapsed
19.62,0.31,101.87,1.24,lapsed
28.45,10.95,8.74,3.77,weekly regulars
26.01,12.62,11.0,4.54,weekly regulars
17.88,2.35,60.09,1.92,bargain hunters
26.68,9.17,8.44,3.88,weekly regulars
118.54,2.44,8.32,5.05,bulk buyers
129.25,1.01,10.67,5.42,bulk buyers
22.54,8.76,15.03,2.14,weekly regulars
20.84,0.33,57.24,0.53,lapsed
49.5,12.5,12.47,3.71,weekly regulars
17.76,2.96,53.16,1.32,bargain hunters
16.96,2.07,40.41,1.3,bargain hunters
30.64,2.28,37.22,1.27,bargain hunters
60.36,7.8,1.81,4.18,unclassifiable
118.04,2.58,9.92,7.56,bulk buyers
132.65,0.77,8.81,7.05,bulk buyers
12.56,2.7,52.81,1.83,bargain hunters
45.86,8.23,11.06,2.49,weekly regulars
20.66,10.15,12.23,3.73,weekly regulars
41.35,7.05,12.86,3.49,weekly regulars
63.7,0.64,32.93,5.35,unclassifiable
31.48,0.22,56.98,1.81,lapsed
12.63,1.59,54.13,1.0,bargain hunters
31.21,10.53,17.08,2.33,weekly regulars
41.72,8.26,7.35,3.46,weekly regulars
10.25,0.46,86.51,1.16,lapsed
32.64,5.88,14.62,2.38,weekly regulars
44.27,10.11,11.33,2.78,weekly regulars
133.77,1.87,8.71,6.48,bulk buyers
94.04,1.84,9.36,3.35,bulk buyers
59.41,1.39,9.18,4.21,bulk buyers
21.3,8.8,5.3,4.42,weekly regulars
100.76,1.41,11.31,5.08,bulk buyers
65.04,6.87,40.06,2.31,unclassifiable
18.02,1.31,35.54,1.61,bargain hunters
20.58,2.73,52.85,1.12,bargain hunters
90.21,0.71,12.21,4.3,bulk buyers
105.3,1.31,10.84,3.11,bulk buyers
24.13,0.6,89.25,1.11,lapsed
133.32,1.33,8.04,6.91,bulk buyers
22.29,2.76,44.75,1.85,bargain hunters
19.11,0.45,75.93,0.88,lapsed
19.38,2.24,49.25,1.14,bargain hunters
36.89,8.43,12.54,2.99,weekly regulars
15.21,2.8,61.24,2.06,bargain hunters
110.98,1.27,9.94,7.86,bulk buyers
44.61,14.04,6.48,2.75,weekly regulars
15.76,1.56,71.83,1.43,bargain hunters
23.0,2.35,53.17,1.53,bargain hunters
25.57,2.89,41.11,1.44,bargain hunters
134.28,1.48,4.1,5.28,bulk buyers
91.37,1.55,8.89,7.04,bulk buyers
34.68,10.81,13.29,3.39,weekly regulars
36.88,3.02,5.31,4.1,weekly regulars
11.63,2.54,55.13,1.12,bargain hunters
20.5,2.45,33.03,1.81,bargain hunters
31.31,8.48,11.49,2.05,weekly regulars
29.82,2.55,49.43,1.09,bargain hunters
19.36,2.02,51.23,1.88,bargain hunters
15.6,0.56,77.61,1.03,lapsed
131.73,1.33,12.0,6.8,bulk buyers
154.76,1.47,6.63,6.46,bulk buyers
36.83,12.7,12.04,2.32,weekly regulars
16.19,0.41,71.67,1.04,lapsed
19.9,1.59,39.04,0.62,bargain hunters
109.14,0.5,7.85,3.56,bulk buyers
17.49,0.52,35.25,0.9,lapsed
18.93,0.1,101.82,0.8,lapsed
19.71,0.71,42.95,1.32,bargain hunters
135.25,0.85,11.02,7.17,bulk buyers
35.15,5.46,17.3,1.86,weekly regulars
34.22,6.48,13.89,3.16,weekly regulars
21.5,1.96,93.19,4.66,unclassifiable
76.23,1.6,9.17,3.55,bulk buyers
42.83,0.61,51.34,1.42,lapsed
22.5,0.36,67.2,1.21,lapsed
12.52,1.0,52.61,1.21,bargain hunters
57.36,12.96,15.9,3.28,weekly regulars
97.93,1.45,7.96,3.8,bulk buyers
31.86,13.02,10.77,2.45,weekly regulars
26.47,9.14,18.54,4.23,weekly regulars
14.92,2.01,41.34,1.55,bargain hunters
23.05,2.81,68.41,1.09,bargain hunters
31.85,2.47,44.13,1.49,bargain hunters
23.38,2.32,29.11,1.45,bargain hunters
27.22,0.47,65.4,1.27,lapsed
108.5,0.62,7.48,5.07,bulk buyers
22.55,1.7,34.78,1.47,bargain hunters
38.04,6.92,15.73,2.99,weekly regulars
63.17,9.79,13.42,3.22,weekly regulars
35.17,12.51,11.86,3.89,weekly regulars
40.26,5.74,11.8,3.59,weekly regulars
27.14,2.78,53.36,1.2,bargain hunters
42.36,8.73,11.66,2.04,weekly regulars
18.43,1.79,26.62,1.2,bargain hunters
38.18,7.65,18.63,3.06,weekly regulars
15.84,1.52,59.38,1.01,bargain hunters
171.53,1.49,6.87,5.93,bulk buyers
201.99,0.92,3.84,8.16,bulk buyers
124.23,1.52,10.23,4.1,bulk buyers
20.17,2.99,65.47,1.62,bargain hunters
25.85,7.34,15.49,4.06,weekly regulars
20.34,0.51,76.76,1.22,lapsed
20.88,0.43,97.25,0.87,lapsed
115.42,1.44,8.48,6.01,bulk buyers
36.16,0.43,97.39,0.99,lapsed
22.49,0.31,105.68,0.69,lapsed
35.1,4.01,7.65,4.75,weekly regulars
98.25,1.57,3.44,4.85,bulk buyers
24.11,10.32,12.55,3.69,weekly regulars
74.84,1.12,12.22,5.36,bulk buyers
29.67,9.23,6.36,2.87,weekly regulars
18.5,0.51,93.82,1.01,lapsed
23.48,2.6,65.65,0.83,bargain hunters
26.42,11.53,17.3,2.07,weekly regulars
36.44,9.3,9.0,2.68,weekly regulars
29.43,9.81,16.3,3.81,weekly regulars
15.7,2.42,58.88,1.35,bargain hunters
21.05,1.84,48.03,1.7,bargain hunters
24.08,1.34,37.07,1.56,bargain hunters
120.99,2.32,12.13,10.63,bulk buyers
17.57,3.21,41.22,1.46,bargain hunters
57.12,10.41,12.56,2.56,weekly regulars
27.27,0.48,89.43,0.74,lapsed
26.33,1.68,46.68,0.97,bargain hunters
97.9,0.86,7.65,6.04,bulk buyers
19.08,1.3,26.85,2.03,bargain hunters
10.36,1.9,28.05,1.52,bargain hunters
286.15,9.07,70.31,0.13,unclassifiable
19.33,2.35,45.79,1.08,bargain hunters
30.94,0.47,47.14,1.4,lapsed
18.71,0.48,67.41,1.05,lapsed
27.66,1.46,45.43,1.16,bargain hunters
41.27,12.11,11.9,1.3,weekly regulars
49.4,8.59,6.3,3.59,weekly regulars
135.32,0.63,9.02,4.06,bulk buyers
29.28,6.17,4.55,2.59,weekly regulars
38.99,6.82,12.39,3.04,weekly regulars
16.96,1.79,47.16,1.71,bargain hunters
21.74,0.37,71.83,1.18,lapsed
154.95,1.46,4.31,7.04,bulk buyers
25.07,12.18,11.84,3.09,weekly regulars
86.19,6.99,12.83,3.88,weekly regulars
16.09,0.2,57.75,1.07,lapsed
11.45,10.85,9.14,2.83,weekly regulars
18.48,3.28,86.65,0.63,bargain hunters
13.35,2.74,51.22,1.61,bargain hunters
140.45,1.01,6.13,4.27,bulk buyers
146.93,0.65,8.99,6.93,bulk buyers
12.93,2.54,62.57,1.14,bargain hunters
36.85,12.53,6.86,2.71,weekly regulars
33.22,7.11,10.33,2.98,weekly regulars
44.66,10.46,11.63,4.05,weekly regulars
9.33,2.69,86.64,1.52,bargain hunters
35.06,2.23,49.41,1.25,bargain hunters
7.65,5.31,48.2,3.22,unclassifiable
17.59,1.38,69.49,2.11,bargain hunters
34.09,9.05,8.35,3.7,weekly regulars
16.52,2.02,38.12,1.65,bargain hunters
143.54,1.88,11.92,5.93,bulk buyers
34.77,11.36,14.09,2.72,weekly regulars
12.89,2.79,58.87,1.47,bargain hunters
121.42,1.85,7.98,7.46,bulk buyers
17.74,0.71,34.21,1.08,bargain hunters
18.26,2.94,54.5,1.03,bargain hunters
17.67,0.81,61.13,0.99,lapsed
22.6,9.01,6.52,2.36,weekly regulars
28.0,9.23,12.3,2.98,weekly regulars
15.4,2.72,55.71,1.83,bargain hunters
33.57,7.15,13.26,2.16,weekly regulars
84.07,0.46,57.54,2.71,unclassifiable
32.21,2.3,40.8,1.3,bargain hunters
41.55,6.6,10.73,3.28,weekly regulars
22.42,0.5,90.97,1.0,lapsed
11.45,2.36,49.27,1.11,bargain hunters
47.47,9.58,13.22,2.53,weekly regulars
30.81,5.21,13.83,3.72,weekly regulars
31.84,7.76,10.63,2.61,weekly regulars
33.87,8.9,9.97,3.72,weekly regulars
22.15,0.35,81.56,1.12,lapsed
15.11,0.53,27.5,1.21,lapsed
136.05,1.15,11.24,2.96,bulk buyers
20.65,2.05,58.02,1.6,bargain hunters
23.15,4.5,11.03,2.37,weekly regulars
16.36,2.16,59.75,1.94,bargain hunters
37.59,3.11,50.97,0.85,bargain hunters
17.88,0.88,79.04,2.03,bargain hunters
15.46,0.33,81.54,1.04,lapsed
220.31,1.19,9.52,8.3,bulk buyers
39.36,3.69,27.65,1.06,unclassifiable
35.19,10.73,10.18,3.35,weekly regulars
33.92,0.16,54.0,1.1,lapsed
19.78,2.36,32.57,1.72,bargain hunters
144.79,1.15,15.65,6.94,bulk buyers
24.88,7.67,14.12,3.38,weekly regulars
15.93,2.18,35.46,1.27,bargain hunters
25.77,0.34,120.17,0.97,lapsed
28.12,9.14,10.91,3.68,weekly regulars
33.49,7.69,10.47,3.18,weekly regulars
24.49,0.55,85.52,1.35,lapsed
17.12,3.2,54.07,1.57,bargain hunters
48.93,12.12,13.73,3.06,weekly regulars
20.81,0.46,81.62,1.22,lapsed
34.23,8.13,12.62,5.55,weekly regulars
76.82,5.97,17.38,3.5,weekly regulars
14.88,3.19,33.21,1.14,bargain hunters
77.15,1.41,9.59,6.16,bulk buyers
159.79,1.51,2.96,6.44,bulk buyers
103.6,1.48,7.67,8.64,bulk buyers
29.96,0.34,60.73,1.09,lapsed
27.15,6.84,13.07,5.01,weekly regulars
87.26,1.45,11.96,7.72,bulk buyers
24.82,12.64,18.8,5.1,weekly regulars
108.03,1.15,10.94,6.12,bulk buyers
13.24,0.29,49.88,1.48,lapsed
33.7,9.64,4.04,3.43,weekly regulars
33.83,5.1,15.26,4.18,weekly regulars
12.64,2.53,55.85,1.46,bargain hunters
25.29,0.24,47.65,0.93,lapsed
18.88,6.5,10.33,3.07,weekly regulars
178.24,1.21,11.56,5.03,bulk buyers
15.81,1.64,44.34,1.58,bargain hunters
21.22,0.21,70.25,1.25,lapsed
33.05,2.03,53.9,1.99,bargain hunters
182.25,6.77,91.56,3.63,unclassifiable
152.64,0.64,9.23,4.54,bulk buyers
35.87,10.41,13.87,2.08,weekly regulars
182.99,2.25,8.26,4.28,bulk buyers
19.58,5.01,12.6,2.09,weekly regulars
38.04,10.64,9.38,3.86,weekly regulars
179.69,1.68,11.63,9.92,bulk buyers
13.15,2.37,65.17,1.48,bargain hunters
12.96,7.46,13.87,3.68,weekly regulars
16.86,2.14,51.92,1.3,bargain hunters
92.5,1.36,6.01,7.52,bulk buyers
31.95,8.61,10.68,2.93,weekly regulars
9.92,0.46,23.31,2.88,unclassifiable
14.12,1.13,62.32,1.14,bargain hunters
39.68,9.17,14.47,3.37,weekly regulars
35.79,0.41,57.4,0.81,lapsed
38.97,0.44,78.81,1.46,lapsed
171.25,1.58,8.42,3.5,bulk buyers
17.1,2.19,62.46,1.0,bargain hunters
32.67,5.52,26.36,4.24,unclassifiable
35.25,0.36,42.13,1.04,lapsed
15.29,0.44,79.12,1.07,lapsed
33.53,14.53,21.09,2.6,weekly regulars
115.44,1.08,13.0,2.86,bulk buyers
15.14,0.41,69.84,1.02,lapsed
51.58,4.82,12.07,3.33,weekly regulars
43.62,9.5,10.06,3.49,weekly regulars
15.84,2.53,31.86,1.27,bargain hunters
28.17,8.4,10.1,3.26,weekly regulars
518.23,4.09,26.68,3.2,unclassifiable
29.23,0.29,57.98,1.09,lapsed
20.63,0.33,54.43,0.58,lapsed
99.24,1.48,9.72,7.58,bulk buyers
120.34,1.78,7.44,4.99,bulk buyers
126.93,0.96,10.88,5.48,bulk buyers
68.13,3.77,58.01,4.06,unclassifiable
117.42,1.41,9.73,4.81,bulk buyers
88.34,1.87,12.71,5.25,bulk buyers
33.42,8.8,9.41,4.25,weekly regulars
32.6,13.92,14.59,3.37,weekly regulars
45.16,7.73,13.04,3.36,weekly regulars
23.55,0.56,48.05,1.33,lapsed
17.16,0.41,51.47,1.02,lapsed
132.98,1.38,4.59,8.04,bulk buyers
45.8,7.15,6.21,2.87,weekly regulars
18.11,1.56,21.4,1.7,bargain hunters
17.42,1.85,43.91,1.25,bargain hunters
31.68,11.28,6.38,2.64,weekly regulars
16.2,1.53,45.54,1.25,bargain hunters
42.05,8.32,8.5,1.98,weekly regulars
36.69,5.39,10.46,3.36,weekly regulars
31.5,0.05,65.19,1.14,lapsed
185.9,1.73,11.24,6.14,bulk buyers
83.03,1.39,13.86,4.78,bulk buyers
21.56,0.41,79.86,1.23,lapsed
34.77,7.26,16.09,2.69,weekly regulars
34.57,7.86,17.78,4.29,weekly regulars
12.85,0.39,92.58,1.07,lapsed
20.07,1.22,56.26,0.88,bargain hunters
165.56,1.26,14.31,4.69,bulk buyers
95.15,1.46,7.23,4.52,bulk buyers
37.29,9.42,15.71,3.44,weekly regulars
149.0,0.93,8.31,3.3,bulk buyers
15.86,2.21,51.54,1.66,bargain hunters
101.82,1.57,6.56,4.66,bulk buyers
92.45,6.56,7.29,2.89,weekly regulars
43.2,10.39,10.57,1.89,weekly regulars
25.28,2.9,30.63,1.36,bargain hunters
157.08,1.89,8.09,3.49,bulk buyers
16.63,1.87,44.7,1.53,bargain hunters
57.43,9.04,8.35,3.41,weekly regulars
12.39,2.16,31.47,1.18,bargain hunters
45.48,10.76,16.0,2.95,weekly regulars
35.45,6.63,13.0,2.81,unclassifiable
20.62,11.86,9.19,3.89,weekly regulars
29.56,9.21,14.24,3.12,weekly regulars
11.17,8.71,43.34,3.38,unclassifiable
88.87,1.64,9.45,3.78,bulk buyers
26.69,0.34,38.92,1.25,lapsed
35.75,1.33,52.18,7.57,unclassifiable
39.34,9.58,12.51,1.24,weekly regulars
47.62,8.88,9.85,3.16,weekly regulars
20.83,2.04,67.2,1.88,bargain hunters
12.52,2.51,31.44,1.25,bargain hunters
12.18,2.04,35.09,1.42,bargain hunters
35.34,6.74,14.53,3.02,weekly regulars
46.42,4.92,22.35,3.69,unclassifiable
25.07,13.32,14.9,2.27,weekly regulars
38.51,5.03,12.24,2.14,weekly regulars
21.33,0.33,100.76,0.87,lapsed
67.9,1.79,64.72,2.69,unclassifiable
20.74,0.37,70.39,0.85,lapsed
175.24,1.78,10.12,5.45,bulk buyers
92.99,1.97,8.5,7.69,bulk buyers
18.42,1.87,55.53,1.39,bargain hunters
36.73,8.81,15.19,3.72,weekly regulars
18.27,2.35,28.58,1.66,bargain hunters
23.9,11.31,13.23,3.0,weekly regulars
42.65,10.35,10.01,2.07,weekly regulars
103.97,1.74,57.61,0.56,unclassifiable
23.12,1.89,63.61,1.19,bargain hunters
