Amount,Hour,AccountAgeDays,CountriesUsed,PriorChargebacks,Fraud
53.34,16,49.0,1,0,0
339.03,0,613.0,1,0,0
4.42,19,196.0,1,0,0
78.67,16,320.0,1,0,0
14.54,1,123.0,1,0,1
14.29,18,1058.0,1,0,0
20.75,9,202.0,1,0,0
1037.74,20,823.0,1,0,0
60.42,17,108.0,1,0,0
8.87,13,376.0,1,0,0
70.8,13,441.0,1,0,0
23.44,12,297.0,1,0,0
138.37,20,602.0,1,0,0
8.47,20,1805.0,1,1,0
29.05,8,274.0,1,0,0
24.71,15,425.0,1,0,0
15.94,15,509.0,1,0,0
3.18,1,797.0,1,0,0
57.91,20,134.0,1,0,0
9.69,0,441.0,1,0,0
78.05,16,210.0,1,0,0
10.08,2,371.0,2,0,0
21.56,3,297.0,1,0,0
28.47,10,173.0,2,0,0
6.9,12,1004.0,1,0,0
103.91,20,689.0,1,0,0
118.44,4,136.0,1,0,0
11.05,6,1031.0,1,0,0
31.3,23,459.0,1,1,0
54.14,20,94.0,1,0,0
36.03,23,205.0,1,0,0
35.1,4,324.0,1,0,0
129.76,8,437.0,1,0,0
26.41,18,623.0,1,0,0
3.97,5,216.0,1,0,0
12.85,15,999.0,1,0,0
158.32,8,758.0,1,1,0
7.65,16,772.0,1,0,0
92.62,0,181.0,2,0,0
995.96,20,295.0,1,0,0
51.21,22,167.0,1,0,0
8.25,21,332.0,1,0,0
340.03,0,1014.0,1,0,0
26.44,7,445.0,3,0,0
255.24,6,322.0,2,0,0
11.23,12,675.0,1,0,0
40.87,18,1224.0,1,0,0
36.16,7,695.0,2,0,0
50.06,6,340.0,1,0,0
21.87,17,1340.0,1,0,0
122.26,7,481.0,2,0,0
46.63,2,730.0,1,0,0
23.76,20,994.0,2,0,0
33.11,1,534.0,1,0,0
14.54,23,386.0,1,0,0
62.47,3,567.0,1,0,0
8.1,5,124.0,1,1,0
10.21,4,705.0,1,0,0
38.34,10,554.0,1,0,0
354.45,4,866.0,1,0,0
91.53,17,433.0,1,0,0
94.25,2,405.0,1,0,0
84.31,3,461.0,1,0,0
47.21,16,15.0,1,0,0
8.84,17,896.0,1,0,0
24.4,23,1214.0,1,0,0
64.3,10,1126.0,1,0,0
51.74,1,142.0,1,0,0
45.09,19,460.0,2,1,0
16.75,12,258.0,1,1,0
197.73,1,487.0,1,0,0
27.36,2,188.0,1,0,0
1.69,2,937.0,1,0,0
377.77,16,492.0,1,0,0
34.94,7,152.0,1,0,0
24.53,6,728.0,1,0,0
56.37,17,1298.0,1,0,0
4.27,2,50.0,1,0,0
27.51,21,800.0,3,0,0
34.65,7,588.0,1,0,0
113.14,9,948.0,1,0,0
36.85,6,1251.0,1,0,0
6.27,11,725.0,1,0,0
218.03,15,80.0,1,0,0
9.27,8,242.0,1,1,0
16.13,8,148.0,2,0,0
28.87,1,163.0,2,0,0
154.2,12,1246.0,1,0,0
10.29,0,950.0,1,0,0
70.83,2,518.0,1,0,0
81.52,13,156.0,1,0,0
17.16,5,275.0,1,0,0
15.25,13,550.0,3,0,0
1.68,9,152.0,1,0,0
11.03,9,585.0,1,0,0
34.51,0,1029.0,1,0,0
8.06,10,237.0,1,0,0
8.92,23,1040.0,1,0,0
131.05,23,564.0,1,0,0
10.42,10,176.0,1,0,0
28.94,11,1037.0,1,0,0
83.29,21,345.0,1,0,0
14.84,16,816.0,1,0,0
27.65,16,435.0,1,0,0
13.74,7,358.0,1,0,0
164.1,5,140.0,1,0,0
31.06,4,501.0,2,0,0
4.25,8,455.0,1,0,0
17.04,9,674.0,1,0,0
29.48,13,331.0,2,0,0
18.55,15,317.0,1,0,0
9.06,12,307.0,1,0,0
18.77,10,263.0,1,0,0
173.19,15,181.0,1,0,0
18.27,21,454.0,1,0,0
14.25,20,235.0,1,0,0
57.81,21,653.0,3,0,0
9.93,11,336.0,1,0,0
91.46,2,1567.0,1,0,0
53.14,15,386.0,1,0,0
94.21,9,673.0,1,0,0
3.98,11,961.0,1,0,0
8.47,17,955.0,1,0,0
14.68,1,393.0,1,0,0
36.33,19,760.0,1,0,0
17.74,16,571.0,1,0,0
13.43,14,847.0,1,0,0
11.74,0,70.0,1,0,0
2.42,11,473.0,1,0,0
130.38,6,40.0,1,0,0
348.33,9,713.0,1,0,0
34.64,7,335.0,1,0,0
37.01,17,477.0,1,0,0
27.82,9,197.0,1,0,0
20.32,10,772.0,1,0,0
15.35,1,380.0,1,0,0
6.5,12,833.0,1,0,0
33.09,12,95.0,1,0,0
6.9,17,1079.0,2,0,0
41.65,15,84.0,1,0,0
13.67,9,225.0,1,0,0
50.82,3,891.0,1,1,0
540.12,11,254.0,1,0,0
88.25,12,914.0,1,1,0
30.77,22,176.0,1,0,0
44.41,5,159.0,1,0,0
19.47,19,274.0,3,0,0
50.69,16,239.0,1,0,0
4.45,13,149.0,2,0,0
63.75,17,220.0,1,0,0
14.99,9,558.0,1,0,0
2.31,0,428.0,3,0,0
56.22,8,288.0,1,0,0
61.13,12,606.0,1,0,0
49.13,11,1816.0,1,0,0
262.74,21,1756.0,1,0,0
125.95,5,805.0,3,0,0
4.34,5,561.0,1,0,0
254.55,15,1145.0,1,0,0
42.0,15,243.0,1,0,0
1.75,7,330.0,1,0,0
51.65,4,777.0,1,0,0
46.71,6,473.0,1,0,0
5.04,14,76.0,1,0,0
34.9,17,353.0,1,0,0
70.17,10,106.0,1,0,0
40.29,15,188.0,1,0,0
12.32,16,343.0,1,0,0
30.9,11,348.0,1,0,0
83.72,17,330.0,1,0,0
8.88,10,67.0,1,0,0
45.71,6,230.0,1,0,0
67.57,12,308.0,1,0,0
45.75,6,1036.0,1,0,0
15.95,13,626.0,1,0,0
11.29,22,416.0,1,0,0
10.57,17,466.0,1,1,0
13.18,12,618.0,1,0,0
52.55,23,589.0,1,0,0
38.05,20,188.0,1,0,0
16.61,10,824.0,1,0,0
60.36,2,307.0,1,0,0
94.41,4,1724.0,1,0,0
3.57,1,343.0,1,1,0
53.77,22,873.0,2,0,0
44.25,17,821.0,1,0,0
13.79,7,1468.0,1,0,0
13.12,16,330.0,2,0,0
63.81,3,764.0,1,0,0
30.49,4,433.0,1,0,0
15.39,23,465.0,1,0,0
94.09,22,443.0,1,0,0
16.38,4,36.0,1,0,0
80.44,13,282.0,1,0,0
914.67,14,801.0,1,0,0
68.04,16,564.0,1,1,0
58.82,14,462.0,1,0,0
28.7,1,640.0,1,0,0
190.95,19,350.0,1,0,0
5.18,3,712.0,1,0,0
19.87,2,326.0,1,1,0
37.56,10,609.0,1,0,0
92.35,8,57.0,1,0,0
116.31,22,823.0,1,0,0
66.48,0,386.0,1,0,0
99.93,16,493.0,3,0,0
66.09,0,320.0,1,0,0
27.68,6,154.0,1,0,0
78.88,20,534.0,1,0,0
29.43,17,803.0,1,0,0
46.16,2,425.0,1,0,0
72.34,20,78.0,1,0,0
77.76,16,1020.0,1,0,0
68.06,20,920.0,1,0,0
44.15,16,191.0,1,0,0
21.66,7,340.0,1,0,0
22.91,17,152.0,1,0,0
25.17,9,761.0,1,0,0
11.9,10,832.0,1,0,0
27.12,23,82.0,1,0,0
4.75,2,298.0,1,0,0
57.22,4,179.0,1,0,0
10.05,16,490.0,1,0,0
73.98,13,665.0,1,0,0
64.19,6,108.0,2,0,0
69.7,20,327.0,1,0,0
13.66,2,1159.0,1,0,0
73.28,11,156.0,1,0,0
24.35,10,214.0,1,0,0
78.94,19,274.0,2,0,0
8.35,23,645.0,1,1,0
8.81,0,664.0,1,0,0
3.27,0,791.0,1,1,0
123.93,9,120.0,1,0,0
58.94,5,565.0,1,0,0
23.59,22,190.0,1,0,0
6.37,4,196.0,1,0,0
180.71,13,564.0,1,0,0
216.22,8,237.0,1,0,0
48.23,22,595.0,1,0,0
77.36,9,71.0,1,0,0
13.84,17,860.0,1,0,0
35.34,15,200.0,2,0,0
17.09,21,980.0,1,0,0
23.65,13,412.0,1,0,0
29.55,3,502.0,1,0,0
19.22,6,855.0,1,0,0
14.36,2,311.0,1,0,0
164.34,16,573.0,1,0,0
35.87,8,426.0,2,1,0
1.55,6,588.0,1,0,0
25.06,21,487.0,1,0,0
23.24,22,753.0,1,0,0
7.73,4,215.0,1,0,0
38.54,16,272.0,2,0,0
42.06,11,1854.0,1,0,0
6.85,13,739.0,1,0,0
36.18,1,332.0,1,0,0
140.12,11,747.0,2,0,0
529.73,17,292.0,1,0,0
15.73,5,143.0,1,0,0
29.11,12,810.0,1,1,0
564.04,17,364.0,1,0,0
45.51,0,332.0,1,0,0
45.76,20,765.0,1,0,0
24.53,7,1261.0,1,0,0
44.91,6,233.0,1,0,0
226.67,17,237.0,1,0,0
15.0,9,151.0,1,0,0
134.17,8,276.0,1,0,0
81.03,17,304.0,1,0,0
14.26,3,523.0,1,0,0
19.58,3,534.0,1,0,0
129.52,4,120.0,1,0,0
14.27,19,279.0,2,0,0
40.87,9,1160.0,1,0,0
4.46,5,786.0,1,0,0
17.55,15,481.0,1,0,0
24.37,10,696.0,1,0,0
143.7,5,137.0,1,0,0
345.07,10,1110.0,1,0,0
2.25,10,1055.0,1,0,0
17.4,3,618.0,1,0,0
36.42,5,458.0,1,0,0
13.71,14,261.0,1,0,0
30.97,20,326.0,1,0,0
48.31,9,946.0,2,0,0
22.27,22,288.0,2,1,0
106.64,19,440.0,1,0,0
7.33,17,372.0,1,0,0
105.37,11,335.0,1,0,0
5.66,0,79.0,1,0,0
13.09,13,121.0,1,0,0
18.77,14,418.0,1,0,0
8.36,18,94.0,1,0,0
169.39,0,722.0,1,0,0
43.22,12,68.0,1,0,0
21.03,20,336.0,1,0,0
176.2,15,60.0,1,0,0
71.51,20,363.0,1,0,0
8.41,19,583.0,1,0,0
4.92,11,777.0,1,0,0
8.87,20,388.0,1,0,0
192.6,15,1082.0,1,0,0
32.16,2,646.0,1,0,0
13.94,22,190.0,1,1,0
20.23,15,348.0,1,0,0
11.3,7,354.0,1,0,0
96.22,5,691.0,2,1,0
47.86,13,359.0,1,0,0
14.47,22,41.0,1,0,0
19.61,12,151.0,1,1,0
62.96,4,872.0,3,0,0
21.96,16,161.0,2,0,0
59.8,16,662.0,1,0,0
6.55,23,576.0,1,0,0
30.05,22,240.0,1,1,0
63.84,5,1007.0,1,0,0
40.91,13,567.0,1,0,0
15.81,10,723.0,1,0,0
12.6,19,745.0,3,0,0
26.07,12,200.0,1,0,0
62.06,8,513.0,1,0,0
16.24,2,1241.0,1,0,0
419.64,2,340.0,1,0,0
5.03,2,503.0,1,0,0
7.64,23,724.0,1,0,0
29.12,1,203.0,1,0,0
33.37,3,991.0,1,0,0
4.11,19,414.0,1,0,0
103.49,21,307.0,1,0,0
51.52,11,751.0,1,0,0
32.77,11,352.0,1,0,0
251.39,13,598.0,1,0,0
16.97,11,2556.0,1,1,0
228.0,20,151.0,1,0,0
28.96,4,194.0,2,0,0
8.87,20,242.0,1,0,0
13.4,3,612.0,1,0,0
95.07,10,613.0,1,0,0
33.34,17,465.0,2,0,0
12.9,0,1316.0,1,0,0
26.82,3,1745.0,2,0,0
148.57,12,186.0,1,0,0
13.17,9,874.0,1,0,0
6.6,3,737.0,1,0,0
43.47,11,681.0,1,0,0
26.8,14,188.0,1,0,0
279.48,2,91.0,1,0,0
45.23,6,1132.0,1,0,0
13.46,10,850.0,1,0,0
5.36,1,659.0,1,0,0
43.56,22,124.0,3,0,0
1.21,19,425.0,1,0,0
58.58,2,326.0,1,0,0
2.0,0,565.0,1,0,0
78.92,13,616.0,1,0,0
21.54,12,210.0,1,0,0
29.93,3,460.0,1,0,0
75.04,20,218.0,1,0,0
198.36,8,673.0,3,0,0
43.37,15,873.0,1,0,0
19.39,1,545.0,1,0,0
98.08,11,898.0,1,0,0
1.96,8,481.0,1,0,0
8.63,7,999.0,1,0,0
15.88,6,765.0,1,0,0
32.77,2,453.0,1,0,0
21.25,20,192.0,1,0,0
63.38,7,186.0,2,0,0
19.7,21,365.0,1,0,0
121.89,10,476.0,1,0,0
150.1,21,445.0,1,1,0
80.8,6,665.0,1,0,0
9.89,1,225.0,1,0,0
17.87,14,100.0,2,0,0
24.18,6,293.0,1,0,0
6.99,9,48.0,2,0,0
57.23,17,381.0,1,0,0
11.73,13,1365.0,1,0,0
25.42,19,34.0,1,0,0
6.07,10,759.0,1,0,0
33.9,6,243.0,1,0,0
38.72,7,715.0,2,0,0
126.36,19,607.0,1,0,0
9.39,1,555.0,1,0,0
54.57,23,383.0,1,0,0
33.63,17,821.0,2,0,0
77.24,4,295.0,1,0,0
1.77,19,499.0,1,0,0
48.29,14,1717.0,1,0,0
53.58,11,133.0,1,0,0
37.1,7,469.0,1,0,0
60.68,12,242.0,1,2,0
3.42,20,1275.0,2,0,0
32.08,14,425.0,1,0,0
110.14,1,356.0,1,0,0
5.3,6,666.0,1,0,0
15.56,14,504.0,1,0,0
7.64,10,1452.0,1,0,0
27.8,3,850.0,1,0,0
34.43,18,252.0,1,0,0
14.2,0,834.0,1,0,0
22.17,6,668.0,1,0,0
101.71,4,953.0,1,0,0
98.74,23,423.0,1,0,0
92.78,7,277.0,1,0,0
9.68,15,166.0,1,2,0
4.05,5,175.0,1,0,0
28.64,10,846.0,1,0,0
24.05,5,656.0,1,0,0
12.17,0,665.0,1,0,0
31.87,22,209.0,1,0,0
64.59,17,1266.0,1,0,0
22.04,7,617.0,1,0,0
14.6,20,595.0,1,0,0
15.06,10,514.0,2,0,0
172.54,14,936.0,1,0,0
3.9,10,353.0,2,0,0
379.65,6,377.0,1,0,0
35.56,10,574.0,1,0,0
5.85,15,28.0,1,1,0
28.47,22,331.0,1,0,0
21.89,13,571.0,1,0,0
6.03,8,161.0,1,0,0
52.5,11,736.0,1,0,0
12.12,5,146.0,1,0,0
33.26,18,305.0,1,0,0
2.74,14,29.0,1,0,0
50.87,3,195.0,3,0,0
57.91,19,263.0,1,0,0
73.97,4,42.0,1,0,0
9.22,6,433.0,1,0,0
11.22,23,1329.0,1,1,0
17.99,22,323.0,2,0,0
2.97,2,56.0,1,0,0
23.29,2,157.0,1,0,0
50.01,4,371.0,1,0,0
24.9,10,275.0,1,0,0
15.56,21,243.0,1,0,0
61.73,16,290.0,2,0,0
16.05,16,608.0,1,0,0
82.69,9,933.0,1,0,0
5.87,9,243.0,1,0,0
36.67,12,477.0,1,0,0
75.77,16,980.0,1,0,0
203.24,13,503.0,1,0,0
300.51,3,244.0,1,0,0
58.63,5,369.0,1,0,0
10.63,3,386.0,2,0,0
164.92,17,378.0,2,0,0
316.87,0,294.0,1,0,0
59.13,23,667.0,1,0,0
71.47,4,997.0,1,0,0
7.04,2,131.0,1,0,0
47.7,18,204.0,1,0,0
41.44,11,475.0,1,0,0
35.43,21,768.0,1,0,0
30.96,5,385.0,1,0,0
32.31,8,582.0,1,0,0
15.53,0,689.0,1,0,0
20.66,20,516.0,1,0,0
10.51,18,478.0,1,0,0
52.37,17,885.0,1,1,0
7.38,18,87.0,1,0,0
21.59,20,1010.0,1,0,0
13.31,13,480.0,1,0,0
30.27,11,217.0,1,0,0
34.19,21,1105.0,3,0,0
28.54,10,57.0,1,0,0
28.95,7,441.0,1,0,0
5.84,4,732.0,1,1,0
215.84,23,1628.0,1,0,0
23.17,16,50.0,1,0,0
9.17,10,500.0,1,0,0
15.54,21,1063.0,1,1,0
47.43,5,510.0,1,0,0
23.22,1,902.0,1,0,0
165.52,18,424.0,1,0,0
53.19,5,429.0,1,0,0
30.5,13,344.0,1,0,0
80.44,18,182.0,1,0,0
170.6,10,282.0,1,0,0
14.94,11,490.0,1,0,0
76.46,3,348.0,1,0,0
13.93,11,376.0,1,0,0
24.12,12,240.0,1,0,0
49.89,18,836.0,1,0,0
40.84,8,1601.0,2,0,0
36.63,14,440.0,1,0,0
18.73,20,291.0,1,0,0
52.98,23,389.0,1,0,0
55.3,7,422.0,2,0,0
15.73,23,429.0,1,0,0
9.37,4,180.0,1,0,0
30.9,21,388.0,1,0,0
18.8,17,551.0,1,0,0
48.77,14,261.0,1,0,0
8.5,1,317.0,1,1,0
8.97,23,232.0,1,0,0
519.19,2,292.0,1,0,0
4.14,10,260.0,1,0,0
40.52,22,518.0,1,0,0
11.56,7,542.0,2,0,0
38.97,22,325.0,1,0,0
48.98,7,270.0,1,0,0
7.79,8,250.0,1,0,0
21.21,21,892.0,3,0,0
136.19,16,616.0,2,0,0
41.78,4,1003.0,1,0,0
32.13,12,748.0,1,0,0
17.73,23,692.0,1,0,0
55.92,7,232.0,1,0,0
140.68,3,371.0,1,0,0
20.92,23,437.0,1,0,0
14.93,4,263.0,1,0,0
17.54,13,236.0,1,0,0
141.59,6,412.0,1,0,0
64.74,1,400.0,1,0,0
33.71,0,1057.0,2,0,0
12.85,7,320.0,1,0,0
89.23,12,44.0,1,0,0
22.95,16,227.0,2,0,0
121.03,11,338.0,1,0,0
40.79,12,787.0,2,1,0
2.92,3,548.0,1,0,0
126.89,9,599.0,1,0,0
71.05,4,266.0,2,0,0
24.33,16,206.0,1,0,0
207.35,1,271.0,1,0,0
105.58,13,530.0,1,0,0
106.6,23,285.0,1,0,0
24.63,6,883.0,2,0,0
32.48,5,841.0,1,0,0
103.59,5,678.0,1,0,0
15.87,22,457.0,2,1,0
12.47,23,14.0,1,0,0
7.25,2,740.0,1,0,0
2.72,16,587.0,1,0,0
56.74,13,870.0,2,0,0
23.79,11,666.0,1,0,0
34.83,13,203.0,1,1,0
19.24,9,494.0,1,0,0
31.14,8,91.0,1,0,0
60.0,22,1169.0,1,0,0
34.12,10,130.0,1,0,0
18.24,1,473.0,1,0,0
384.18,1,140.0,1,0,0
5.12,16,537.0,2,0,0
6.88,16,188.0,1,0,0
8.36,7,1732.0,1,0,0
50.66,0,166.0,1,0,0
136.7,10,395.0,1,0,0
34.48,21,1287.0,1,0,0
30.41,10,948.0,1,0,0
23.45,14,1059.0,1,0,0
92.37,7,343.0,1,0,0
9.64,1,770.0,1,0,0
20.19,10,1256.0,1,0,0
22.83,19,788.0,1,0,0
56.74,8,482.0,1,0,0
24.09,8,209.0,1,0,0
128.7,23,401.0,2,0,0
31.88,13,762.0,1,0,0
66.12,4,854.0,1,1,0
149.84,7,232.0,1,0,0
56.81,12,786.0,1,0,0
58.39,2,658.0,1,0,0
7.57,21,158.0,1,0,0
88.15,5,914.0,1,0,0
21.66,18,936.0,1,0,0
18.01,12,845.0,1,0,0
26.12,11,136.0,1,0,0
8.66,8,870.0,1,0,0
9.01,9,640.0,1,0,0
17.22,12,1092.0,3,0,0
6.77,9,86.0,1,0,0
6.82,6,189.0,1,0,0
13.98,10,834.0,1,1,0
15.45,21,11.0,1,0,0
18.67,23,1102.0,1,0,0
51.7,23,138.0,1,0,0
11.87,14,275.0,1,0,0
22.36,14,1103.0,1,0,0
15.53,13,724.0,1,0,0
11.03,19,1033.0,1,0,0
20.76,2,388.0,3,0,0
71.43,20,37.0,1,0,0
46.93,7,213.0,1,0,0
61.75,8,1858.0,1,0,0
74.71,3,446.0,1,1,0
31.06,12,134.0,1,0,0
74.78,22,349.0,1,0,0
45.93,18,907.0,1,0,0
5.17,23,31.0,1,0,0
150.38,17,616.0,1,0,0
302.48,12,649.0,1,1,0
671.7,0,352.0,1,0,0
3.84,13,577.0,1,1,0
43.28,6,885.0,2,0,0
7.49,0,1308.0,1,0,0
32.04,16,81.0,1,1,0
41.68,5,562.0,1,0,0
15.89,8,146.0,1,0,0
143.22,16,464.0,1,0,0
7.16,4,73.0,1,0,0
53.11,0,294.0,2,0,0
172.65,19,583.0,1,0,0
10.97,11,576.0,2,1,0
39.22,18,108.0,1,0,0
20.65,8,426.0,2,0,0
22.18,3,86.0,1,0,0
15.91,7,99.0,1,0,0
20.06,7,328.0,1,0,0
718.64,0,226.0,1,0,0
12.1,13,773.0,1,0,0
13.45,21,216.0,1,0,0
23.02,6,990.0,1,0,0
44.61,8,191.0,2,0,0
11.27,16,342.0,1,0,0
29.19,8,627.0,1,0,0
11.84,15,675.0,1,0,0
20.84,1,554.0,1,0,0
105.43,13,993.0,1,0,0
15.76,4,1088.0,1,1,0
9.13,3,330.0,1,0,0
15.16,11,838.0,1,0,0
9.76,15,465.0,2,0,0
31.15,6,52.0,1,0,0
1.59,6,224.0,1,0,0
70.56,13,65.0,1,0,0
29.66,6,324.0,1,0,0
43.51,19,1144.0,1,0,0
49.79,14,454.0,2,0,0
15.58,14,553.0,1,0,0
8.19,13,146.0,1,0,0
60.54,3,923.0,1,0,0
11.13,8,747.0,1,0,0
41.16,19,798.0,1,0,0
42.14,11,295.0,1,0,0
21.31,10,330.0,1,1,0
43.53,0,1388.0,1,0,0
107.92,10,201.0,1,0,0
6.47,5,594.0,1,0,0
24.74,5,824.0,1,0,0
46.94,21,896.0,1,0,0
161.78,21,177.0,1,0,0
110.82,15,924.0,1,0,0
91.62,13,349.0,1,0,0
4.8,8,577.0,3,0,0
40.95,14,586.0,1,0,0
23.92,16,1037.0,1,0,0
18.43,15,224.0,1,0,0
107.98,12,163.0,1,0,0
42.28,6,544.0,1,0,0
51.25,7,541.0,1,0,0
121.52,19,1122.0,2,0,0
48.82,17,381.0,1,1,0
37.61,15,88.0,1,0,0
14.51,10,977.0,1,0,0
33.4,2,919.0,1,0,0
17.04,10,978.0,1,0,0
37.94,8,340.0,1,0,0
18.33,6,1813.0,1,0,0
65.07,21,675.0,1,0,0
52.0,21,824.0,2,0,0
27.41,13,505.0,1,0,0
15.82,10,211.0,1,0,0
32.21,10,399.0,1,0,0
73.28,21,455.0,1,0,0
93.66,8,234.0,1,0,0
21.46,21,596.0,1,0,0
24.06,20,502.0,1,0,0
23.08,16,401.0,1,0,0
99.35,10,319.0,1,0,0
46.19,10,513.0,1,0,0
12.64,1,752.0,1,0,0
25.38,12,593.0,1,1,0
30.47,23,239.0,3,0,0
9.05,0,464.0,1,0,0
9.29,21,192.0,1,0,0
11.28,3,431.0,1,0,0
70.03,23,69.0,1,0,0
50.4,19,204.0,3,1,0
17.0,22,569.0,1,0,0
25.0,15,936.0,1,0,0
9.11,16,57.0,1,0,0
186.17,3,530.0,1,1,0
49.29,17,164.0,1,1,0
20.57,22,750.0,1,0,0
10.79,5,330.0,1,0,0
64.29,11,897.0,1,0,0
108.38,5,388.0,1,0,0
48.09,2,654.0,1,0,0
33.22,16,800.0,3,0,0
6.13,7,116.0,1,0,0
142.1,17,609.0,1,0,0
44.81,10,409.0,1,0,0
24.59,13,270.0,1,0,0
13.58,6,1363.0,1,0,0
71.84,7,558.0,1,0,0
65.48,19,780.0,1,0,0
38.65,0,287.0,1,0,0
21.76,6,537.0,2,1,0
8.75,9,447.0,3,0,0
193.08,19,470.0,1,0,0
51.71,4,42.0,1,1,0
188.07,1,603.0,1,0,0
94.14,4,1227.0,1,0,0
134.91,10,83.0,1,0,0
9.59,7,263.0,1,0,0
38.28,2,921.0,2,0,0
45.8,14,614.0,1,0,0
407.48,1,383.0,1,0,0
52.09,19,617.0,1,0,0
22.31,17,1196.0,1,0,0
36.78,19,672.0,1,0,0
5.19,10,306.0,1,1,0
12.51,8,819.0,1,0,0
28.02,3,378.0,1,0,0
77.31,23,899.0,2,0,0
43.0,19,879.0,1,0,0
53.83,20,81.0,1,1,0
33.52,21,304.0,1,0,0
12.07,4,240.0,1,0,0
17.76,6,1374.0,1,0,0
24.15,23,1199.0,2,0,0
303.05,15,533.0,1,0,0
46.2,16,126.0,2,0,0
1.64,16,352.0,1,0,0
12.09,10,1247.0,1,0,0
19.02,1,149.0,3,0,0
15.66,11,147.0,2,0,0
14.33,23,303.0,1,0,0
16.25,3,68.0,1,1,0
1.56,3,185.0,1,0,0
9.91,6,416.0,1,0,0
16.49,15,295.0,1,0,0
34.59,18,1153.0,1,0,0
19.71,1,100.0,1,0,0
57.89,16,1699.0,1,0,0
26.78,19,618.0,1,0,0
23.88,9,284.0,1,0,0
36.25,8,294.0,1,0,0
11.52,20,134.0,1,0,0
133.89,9,745.0,1,0,0
63.31,15,589.0,1,0,0
139.1,3,187.0,1,0,0
205.05,1,719.0,1,1,0
19.92,5,1000.0,1,0,0
15.65,10,871.0,1,0,0
53.13,14,57.0,1,0,0
47.73,19,887.0,1,0,0
4.48,5,420.0,1,0,0
6.15,18,1153.0,1,0,0
37.41,8,1003.0,1,0,0
59.69,1,571.0,1,0,0
36.52,6,182.0,1,0,0
60.83,23,270.0,1,0,0
11.17,19,528.0,1,0,0
31.29,21,746.0,1,0,0
8.21,16,153.0,2,0,0
5.17,5,276.0,1,0,0
19.86,5,219.0,1,0,0
5.77,19,209.0,1,0,0
127.13,18,122.0,1,0,0
1.93,12,156.0,1,0,0
37.64,16,285.0,1,0,0
18.81,20,266.0,1,0,0
48.18,2,658.0,1,0,0
12.2,18,269.0,1,0,0
11.87,10,80.0,1,0,0
96.95,17,174.0,2,0,0
17.99,15,771.0,1,0,0
24.2,0,145.0,1,0,0
96.12,11,294.0,1,0,0
22.2,5,220.0,1,0,0
41.28,6,944.0,1,0,0
31.71,4,40.0,1,0,0
13.59,22,1355.0,1,0,0
3.18,19,231.0,1,0,0
85.88,18,452.0,1,0,0
24.32,23,1841.0,1,0,0
7.78,5,186.0,1,0,0
351.73,5,569.0,1,0,0
77.7,23,339.0,1,0,0
15.48,13,638.0,2,0,0
27.73,23,287.0,1,0,0
2.29,5,326.0,1,1,0
10.6,1,1504.0,1,0,0
102.38,1,476.0,2,0,0
5.54,5,356.0,1,0,0
23.93,20,631.0,1,0,0
19.2,15,1038.0,1,0,0
51.2,0,523.0,1,0,0
17.31,23,315.0,1,0,0
24.33,0,465.0,1,0,0
10.84,13,1047.0,1,0,0
13.31,15,1265.0,1,1,0
112.02,23,1089.0,1,0,0
6.82,0,1322.0,1,0,0
3.31,7,475.0,1,0,0
18.89,2,996.0,1,0,0
5.48,21,1263.0,1,0,0
51.7,22,502.0,1,0,0
30.81,3,457.0,1,0,0
54.89,13,369.0,1,0,0
30.66,15,421.0,1,0,0
26.18,14,128.0,1,1,0
36.31,14,1185.0,1,0,0
31.32,2,614.0,1,0,0
3.45,18,298.0,1,0,0
20.4,5,262.0,1,0,0
45.27,15,670.0,1,0,0
15.52,18,843.0,1,0,0
2.47,8,554.0,1,0,0
73.66,19,562.0,1,0,0
33.46,17,473.0,1,1,0
118.84,13,251.0,1,0,0
90.38,17,250.0,1,0,0
20.6,8,263.0,1,0,0
8.0,10,409.0,1,0,0
21.2,10,566.0,1,0,0
56.69,4,470.0,1,0,0
13.15,15,377.0,1,1,0
9.29,20,421.0,1,0,0
4.59,7,373.0,1,0,0
40.93,15,692.0,1,0,0
12.83,15,231.0,1,0,0
33.3,3,438.0,1,0,0
1040.15,19,638.0,2,0,0
129.25,20,776.0,1,0,0
79.66,1,799.0,1,0,0
10.1,5,120.0,1,0,0
10.43,11,688.0,1,0,0
10.0,5,216.0,1,0,0
61.23,21,401.0,1,0,0
7.68,1,431.0,1,0,0
33.57,14,592.0,1,0,0
22.98,22,223.0,2,0,0
58.13,17,119.0,1,0,0
42.51,6,304.0,1,0,0
4.89,23,926.0,1,0,0
146.48,21,185.0,1,0,0
79.24,18,342.0,1,0,0
40.51,10,401.0,1,0,0
118.25,12,755.0,1,0,0
21.59,9,610.0,1,0,0
68.84,6,412.0,1,0,0
402.4,16,523.0,1,0,0
37.28,22,687.0,1,0,0
26.18,19,458.0,1,1,0
119.61,6,580.0,1,0,0
50.83,17,229.0,1,0,0
15.79,16,568.0,1,0,0
81.72,18,1403.0,1,0,0
48.04,20,459.0,1,0,0
13.05,15,273.0,3,0,0
169.78,1,393.0,1,0,0
13.54,4,213.0,1,0,0
18.24,8,270.0,1,0,0
54.44,17,335.0,1,0,0
9.75,1,525.0,2,0,0
15.76,16,1158.0,1,0,0
49.44,10,164.0,1,0,0
48.1,4,501.0,1,0,0
