InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536475,S1006,Milk Frother,Equipment,6,2024-07-05,31.0,12035.0,United Kingdom
536476,S1006,Milk Frother,Equipment,9,2024-07-14,31.0,12376.0,United Kingdom
536477,S1001,Ceramic Mug,Merch,2,2024-07-23,8.75,12203.0,Germany
536477,S1006,Milk Frother,Equipment,8,2024-07-23,31.0,12203.0,Germany
536478,S1002,Espresso Beans 1kg,Beans,12,2024-07-10,24.0,12067.0,United Kingdom
536478,S1005,Decaf Beans 1kg,Beans,1,2024-07-10,22.5,12067.0,United Kingdom
536478,S1002,Espresso Beans 1kg,Beans,4,2024-07-10,24.0,12067.0,United Kingdom
536479,S1004,Travel Tumbler,Merch,5,2024-07-05,18.9,12230.0,United Kingdom
536479,S1005,Decaf Beans 1kg,Beans,6,2024-07-05,22.5,12230.0,United Kingdom
536479,S1007,Gift Card,Other,12,2024-07-05,25.0,12230.0,United Kingdom
536480,S1002,Espresso Beans 1kg,Beans,1,2024-07-21,24.0,12201.0,France
536480,S1006,Milk Frother,Equipment,7,2024-07-21,31.0,12201.0,France
536481,S1003,Paper Filters x100,Supplies,8,2024-07-24,4.25,12154.0,Ireland
536481,S1004,Travel Tumbler,Merch,10,2024-07-24,18.9,12154.0,Ireland
536481,S1005,Decaf Beans 1kg,Beans,7,2024-07-24,22.5,12154.0,Ireland
536482,S1007,Gift Card,Other,4,2024-07-04,25.0,12200.0,France
536483,S1007,Gift Card,Other,7,2024-07-01,25.0,12320.0,United Kingdom
536484,S1007,Gift Card,Other,4,2024-07-05,25.0,12373.0,France
536484,S1002,Espresso Beans 1kg,Beans,8,2024-07-05,24.0,12373.0,France
536485,S1001,Ceramic Mug,Merch,5,2024-07-08,8.75,12397.0,France
536485,S1007,Gift Card,Other,2,2024-07-08,25.0,12397.0,France
536486,S1006,Milk Frother,Equipment,8,2024-07-18,31.0,12079.0,United Kingdom
536486,S1007,Gift Card,Other,4,2024-07-18,25.0,12079.0,United Kingdom
536487,S1001,Ceramic Mug,Merch,12,2024-07-24,8.75,12145.0,Ireland
536488,S1006,Milk Frother,Equipment,2,2024-07-05,31.0,12126.0,Netherlands
536488,S1005,Decaf Beans 1kg,Beans,1,2024-07-05,22.5,12126.0,Netherlands
536489,S1001,Ceramic Mug,Merch,7,2024-07-18,8.75,12280.0,Netherlands
536489,S1007,Gift Card,Other,5,2024-07-18,25.0,12280.0,Netherlands
536490,S1001,Ceramic Mug,Merch,9,2024-07-26,8.75,12213.0,Netherlands
536491,S1005,Decaf Beans 1kg,Beans,3,2024-07-08,22.5,12308.0,United Kingdom
536492,S1001,Ceramic Mug,Merch,3,2024-07-08,8.75,12269.0,Germany
536492,S1000,Cold Brew Concentrate,Beverage,2,2024-07-08,12.5,12269.0,Germany
536492,S1002,Espresso Beans 1kg,Beans,2,2024-07-08,24.0,12269.0,Germany
536493,S1005,Decaf Beans 1kg,Beans,8,2024-07-26,22.5,12309.0,United Kingdom
536493,S1006,Milk Frother,Equipment,1,2024-07-26,31.0,12309.0,United Kingdom
536494,S1007,Gift Card,Other,6,2024-07-26,25.0,12228.0,United Kingdom
536495,S1003,Paper Filters x100,Supplies,6,2024-07-07,4.25,12340.0,United Kingdom
536495,S1002,Espresso Beans 1kg,Beans,3,2024-07-07,24.0,12340.0,United Kingdom
536495,S1006,Milk Frother,Equipment,6,2024-07-07,31.0,12340.0,United Kingdom
536496,S1003,Paper Filters x100,Supplies,5,2024-07-25,4.25,12048.0,Ireland
536496,S1000,Cold Brew Concentrate,Beverage,5,2024-07-25,12.5,12048.0,Ireland
536496,S1007,Gift Card,Other,11,2024-07-25,25.0,12048.0,Ireland
536497,S1007,Gift Card,Other,7,2024-07-23,25.0,12394.0,United Kingdom
536498,S1002,Espresso Beans 1kg,Beans,11,2024-07-14,24.0,12235.0,Germany
536498,S1001,Ceramic Mug,Merch,5,2024-07-14,8.75,12235.0,Germany
536498,S1002,Espresso Beans 1kg,Beans,3,2024-07-14,24.0,12235.0,Germany
536499,S1002,Espresso Beans 1kg,Beans,1,2024-07-28,24.0,12019.0,United Kingdom
536499,S1005,Decaf Beans 1kg,Beans,9,2024-07-28,22.5,12019.0,United Kingdom
536499,S1002,Espresso Beans 1kg,Beans,10,2024-07-28,24.0,12019.0,United Kingdom
536500,S1001,Ceramic Mug,Merch,2,2024-07-17,8.75,12083.0,United Kingdom
536501,S1004,Travel Tumbler,Merch,6,2024-07-04,18.9,12267.0,France
536501,S1003,Paper Filters x100,Supplies,12,2024-07-04,4.25,12267.0,France
536501,S1005,Decaf Beans 1kg,Beans,11,2024-07-04,22.5,12267.0,France
536502,S1002,Espresso Beans 1kg,Beans,4,2024-07-20,24.0,12278.0,Germany
536502,S1007,Gift Card,Other,4,2024-07-20,25.0,12278.0,Germany
536503,S1000,Cold Brew Concentrate,Beverage,12,2024-07-12,12.5,12258.0,Netherlands
536504,S1000,Cold Brew Concentrate,Beverage,11,2024-07-15,12.5,12023.0,United Kingdom
536504,S1001,Ceramic Mug,Merch,5,2024-07-15,8.75,12023.0,United Kingdom
536505,S1005,Decaf Beans 1kg,Beans,3,2024-07-19,22.5,12305.0,United Kingdom
536505,S1004,Travel Tumbler,Merch,11,2024-07-19,18.9,12305.0,United Kingdom
536506,S1006,Milk Frother,Equipment,12,2024-07-10,31.0,12192.0,United Kingdom
536506,S1005,Decaf Beans 1kg,Beans,12,2024-07-10,22.5,12192.0,United Kingdom
536507,S1000,Cold Brew Concentrate,Beverage,8,2024-07-06,12.5,12281.0,Ireland
536508,S1005,Decaf Beans 1kg,Beans,9,2024-07-21,22.5,12346.0,France
536508,S1000,Cold Brew Concentrate,Beverage,1,2024-07-21,12.5,12346.0,France
536509,S1007,Gift Card,Other,4,2024-07-24,25.0,12033.0,France
536509,S1001,Ceramic Mug,Merch,1,2024-07-24,8.75,12033.0,France
536510,S1005,Decaf Beans 1kg,Beans,2,2024-07-03,22.5,12309.0,United Kingdom
536510,S1002,Espresso Beans 1kg,Beans,8,2024-07-03,24.0,12309.0,United Kingdom
536510,S1006,Milk Frother,Equipment,10,2024-07-03,31.0,12309.0,United Kingdom
C536511,S1003,Paper Filters x100,Supplies,-10,2024-07-07,4.25,12038.0,United Kingdom
536512,S1007,Gift Card,Other,2,2024-07-07,25.0,12244.0,Germany
536512,S1005,Decaf Beans 1kg,Beans,5,2024-07-07,22.5,12244.0,Germany
536513,S1007,Gift Card,Other,12,2024-07-13,25.0,12134.0,Netherlands
536513,S1000,Cold Brew Concentrate,Beverage,4,2024-07-13,12.5,12134.0,Netherlands
536514,S1005,Decaf Beans 1kg,Beans,6,2024-07-02,22.5,12010.0,Ireland
536514,S1002,Espresso Beans 1kg,Beans,1,2024-07-02,24.0,12010.0,Ireland
536514,S1003,Paper Filters x100,Supplies,7,2024-07-02,4.25,12010.0,Ireland
536515,S1007,Gift Card,Other,2,2024-07-08,25.0,12254.0,United Kingdom
536516,S1003,Paper Filters x100,Supplies,10,2024-07-07,4.25,12188.0,France
536517,S1004,Travel Tumbler,Merch,7,2024-07-09,18.9,12131.0,United Kingdom
536517,S1004,Travel Tumbler,Merch,8,2024-07-09,18.9,12131.0,United Kingdom
536517,S1004,Travel Tumbler,Merch,9,2024-07-09,18.9,12131.0,United Kingdom
536518,S1000,Cold Brew Concentrate,Beverage,10,2024-07-08,12.5,12003.0,Netherlands
536519,S1005,Decaf Beans 1kg,Beans,12,2024-07-28,22.5,12186.0,United Kingdom
536520,S1001,Ceramic Mug,Merch,9,2024-07-12,8.75,12391.0,Germany
536520,S1006,Milk Frother,Equipment,1,2024-07-12,31.0,12391.0,Germany
536521,S1006,Milk Frother,Equipment,12,2024-07-15,31.0,12213.0,United Kingdom
536521,S1004,Travel Tumbler,Merch,12,2024-07-15,18.9,12213.0,United Kingdom
536521,S1007,Gift Card,Other,10,2024-07-15,25.0,12213.0,United Kingdom
536522,S1005,Decaf Beans 1kg,Beans,11,2024-07-09,22.5,12185.0,United Kingdom
536522,S1001,Ceramic Mug,Merch,7,2024-07-09,8.75,12185.0,United Kingdom
536523,S1005,Decaf Beans 1kg,Beans,9,2024-07-21,22.5,12246.0,United Kingdom
536524,S1006,Milk Frother,Equipment,4,2024-07-20,31.0,12112.0,United Kingdom
536525,S1006,Milk Frother,Equipment,8,2024-07-01,31.0,12334.0,Germany
536525,S1007,Gift Card,Other,12,2024-07-01,25.0,12334.0,Germany
536525,S1003,Paper Filters x100,Supplies,11,2024-07-01,4.25,12334.0,Germany
536526,S1003,Paper Filters x100,Supplies,9,2024-07-08,4.25,12206.0,United Kingdom
536526,S1002,Espresso Beans 1kg,Beans,11,2024-07-08,24.0,12206.0,United Kingdom
536526,S1001,Ceramic Mug,Merch,3,2024-07-08,8.75,12206.0,United Kingdom
536527,S1007,Gift Card,Other,10,2024-07-13,25.0,12349.0,United Kingdom
536528,S1006,Milk Frother,Equipment,10,2024-08-18,31.0,12089.0,United Kingdom
536528,S1001,Ceramic Mug,Merch,6,2024-08-18,8.75,12089.0,United Kingdom
536528,S1004,Travel Tumbler,Merch,2,2024-08-18,18.9,12089.0,United Kingdom
536529,S1006,Milk Frother,Equipment,12,2024-08-28,31.0,12397.0,United Kingdom
536529,S1000,Cold Brew Concentrate,Beverage,3,2024-08-28,12.5,12397.0,United Kingdom
536530,S1003,Paper Filters x100,Supplies,4,2024-08-25,4.25,12282.0,United Kingdom
536530,S1003,Paper Filters x100,Supplies,2,2024-08-25,4.25,12282.0,United Kingdom
536530,S1006,Milk Frother,Equipment,1,2024-08-25,31.0,12282.0,United Kingdom
536531,S1007,Gift Card,Other,9,2024-08-25,25.0,12158.0,United Kingdom
536531,S1005,Decaf Beans 1kg,Beans,3,2024-08-25,22.5,12158.0,United Kingdom
536531,S1005,Decaf Beans 1kg,Beans,6,2024-08-25,22.5,12158.0,United Kingdom
536532,S1006,Milk Frother,Equipment,12,2024-08-28,31.0,12077.0,United Kingdom
536532,S1002,Espresso Beans 1kg,Beans,6,2024-08-28,24.0,12077.0,United Kingdom
536532,S1001,Ceramic Mug,Merch,10,2024-08-28,8.75,12077.0,United Kingdom
536533,S1002,Espresso Beans 1kg,Beans,12,2024-08-28,24.0,12062.0,Ireland
536534,S1001,Ceramic Mug,Merch,6,2024-08-08,8.75,12261.0,United Kingdom
536534,S1004,Travel Tumbler,Merch,4,2024-08-08,18.9,12261.0,United Kingdom
536535,S1005,Decaf Beans 1kg,Beans,12,2024-08-22,22.5,12355.0,United Kingdom
536535,S1006,Milk Frother,Equipment,3,2024-08-22,31.0,12355.0,United Kingdom
536535,S1001,Ceramic Mug,Merch,8,2024-08-22,8.75,12355.0,United Kingdom
536536,S1006,Milk Frother,Equipment,6,2024-08-28,31.0,12094.0,Germany
536536,S1005,Decaf Beans 1kg,Beans,3,2024-08-28,22.5,12094.0,Germany
536536,S1007,Gift Card,Other,8,2024-08-28,25.0,12094.0,Germany
536537,S1007,Gift Card,Other,2,2024-08-25,25.0,12182.0,Ireland
536537,S1003,Paper Filters x100,Supplies,8,2024-08-25,4.25,12182.0,Ireland
536537,S1002,Espresso Beans 1kg,Beans,5,2024-08-25,24.0,12182.0,Ireland
536538,S1000,Cold Brew Concentrate,Beverage,5,2024-08-07,12.5,12348.0,France
536538,S1000,Cold Brew Concentrate,Beverage,4,2024-08-07,12.5,12348.0,France
536538,S1006,Milk Frother,Equipment,3,2024-08-07,31.0,12348.0,France
536539,S1002,Espresso Beans 1kg,Beans,8,2024-08-26,24.0,12107.0,Netherlands
536539,S1006,Milk Frother,Equipment,4,2024-08-26,31.0,12107.0,Netherlands
536540,S1004,Travel Tumbler,Merch,3,2024-08-10,18.9,12152.0,United Kingdom
536540,S1002,Espresso Beans 1kg,Beans,4,2024-08-10,24.0,12152.0,United Kingdom
536541,S1004,Travel Tumbler,Merch,1,2024-08-08,18.9,12272.0,United Kingdom
536541,S1000,Cold Brew Concentrate,Beverage,1,2024-08-08,12.5,12272.0,United Kingdom
536542,S1000,Cold Brew Concentrate,Beverage,8,2024-08-05,12.5,12312.0,United Kingdom
536542,S1005,Decaf Beans 1kg,Beans,2,2024-08-05,22.5,12312.0,United Kingdom
536543,S1004,Travel Tumbler,Merch,4,2024-08-16,18.9,12334.0,United Kingdom
536543,S1007,Gift Card,Other,11,2024-08-16,25.0,12334.0,United Kingdom
536543,S1006,Milk Frother,Equipment,9,2024-08-16,31.0,12334.0,United Kingdom
536544,S1005,Decaf Beans 1kg,Beans,9,2024-08-19,22.5,12048.0,Netherlands
536544,S1000,Cold Brew Concentrate,Beverage,2,2024-08-19,12.5,12048.0,Netherlands
536545,S1006,Milk Frother,Equipment,3,2024-08-20,31.0,12156.0,United Kingdom
536545,S1006,Milk Frother,Equipment,3,2024-08-20,31.0,12156.0,United Kingdom
536546,S1007,Gift Card,Other,9,2024-08-03,25.0,,Netherlands
536546,S1004,Travel Tumbler,Merch,11,2024-08-03,18.9,12086.0,Netherlands
536547,S1007,Gift Card,Other,4,2024-08-26,25.0,12365.0,United Kingdom
536547,S1006,Milk Frother,Equipment,4,2024-08-26,31.0,12365.0,United Kingdom
536547,S1003,Paper Filters x100,Supplies,7,2024-08-26,4.25,12365.0,United Kingdom
536548,S1003,Paper Filters x100,Supplies,11,2024-08-17,4.25,12211.0,United Kingdom
536548,S1006,Milk Frother,Equipment,2,2024-08-17,31.0,12211.0,United Kingdom
536548,S1001,Ceramic Mug,Merch,9,2024-08-17,8.75,12211.0,United Kingdom
536549,S1007,Gift Card,Other,10,2024-08-02,25.0,12304.0,Germany
536549,S1003,Paper Filters x100,Supplies,6,2024-08-02,4.25,12304.0,Germany
536549,S1002,Espresso Beans 1kg,Beans,6,2024-08-02,24.0,12304.0,Germany
536550,S1005,Decaf Beans 1kg,Beans,7,2024-08-09,22.5,12012.0,France
536550,S1003,Paper Filters x100,Supplies,3,2024-08-09,4.25,12012.0,France
536551,S1006,Milk Frother,Equipment,2,2024-08-12,31.0,12245.0,Germany
536551,S1005,Decaf Beans 1kg,Beans,9,2024-08-12,22.5,12245.0,Germany
536551,S1005,Decaf Beans 1kg,Beans,4,2024-08-12,22.5,12245.0,Germany
536552,S1006,Milk Frother,Equipment,12,2024-08-09,31.0,12100.0,United Kingdom
536552,S1000,Cold Brew Concentrate,Beverage,8,2024-08-09,12.5,12100.0,United Kingdom
536552,S1000,Cold Brew Concentrate,Beverage,12,2024-08-09,12.5,12100.0,United Kingdom
536553,S1003,Paper Filters x100,Supplies,10,2024-08-17,4.25,12093.0,France
536553,S1002,Espresso Beans 1kg,Beans,3,2024-08-17,24.0,12093.0,France
536553,S1003,Paper Filters x100,Supplies,9,2024-08-17,4.25,12093.0,France
536554,S1000,Cold Brew Concentrate,Beverage,1,2024-08-25,12.5,12088.0,United Kingdom
536554,S1004,Travel Tumbler,Merch,5,2024-08-25,18.9,12088.0,United Kingdom
536555,S1006,Milk Frother,Equipment,9,2024-08-18,31.0,12137.0,United Kingdom
536556,S1001,Ceramic Mug,Merch,4,2024-08-03,8.75,12245.0,Germany
536556,S1006,Milk Frother,Equipment,5,2024-08-03,31.0,12245.0,Germany
536557,S1001,Ceramic Mug,Merch,4,2024-08-27,8.75,12099.0,Netherlands
536557,S1000,Cold Brew Concentrate,Beverage,3,2024-08-27,12.5,12099.0,Netherlands
536558,S1007,Gift Card,Other,10,2024-08-19,25.0,12384.0,Netherlands
536558,S1004,Travel Tumbler,Merch,8,2024-08-19,18.9,12384.0,Netherlands
536559,S1003,Paper Filters x100,Supplies,8,2024-08-07,4.25,12134.0,Netherlands
536560,S1000,Cold Brew Concentrate,Beverage,4,2024-08-14,12.5,12268.0,United Kingdom
536560,S1005,Decaf Beans 1kg,Beans,9,2024-08-14,22.5,12268.0,United Kingdom
536560,S1001,Ceramic Mug,Merch,10,2024-08-14,8.75,12268.0,United Kingdom
536561,S1005,Decaf Beans 1kg,Beans,5,2024-08-28,22.5,12131.0,United Kingdom
536562,S1007,Gift Card,Other,9,2024-08-02,25.0,12302.0,United Kingdom
536563,S1007,Gift Card,Other,6,2024-08-18,25.0,12120.0,Ireland
536563,S1000,Cold Brew Concentrate,Beverage,5,2024-08-18,12.5,12120.0,Ireland
536564,S1001,Ceramic Mug,Merch,6,2024-08-01,8.75,12356.0,Netherlands
536564,S1004,Travel Tumbler,Merch,9,2024-08-01,18.9,12356.0,Netherlands
536565,S1005,Decaf Beans 1kg,Beans,12,2024-08-19,22.5,12279.0,United Kingdom
536566,S1001,Ceramic Mug,Merch,3,2024-08-22,8.75,12215.0,United Kingdom
536567,S1000,Cold Brew Concentrate,Beverage,4,2024-08-06,12.5,12048.0,Netherlands
536567,S1001,Ceramic Mug,Merch,10,2024-08-06,8.75,12048.0,Netherlands
536567,S1004,Travel Tumbler,Merch,2,2024-08-06,18.9,12048.0,Netherlands
C536568,S1006,Milk Frother,Equipment,-12,2024-08-26,31.0,12234.0,Netherlands
536568,S1004,Travel Tumbler,Merch,11,2024-08-26,18.9,12234.0,Netherlands
536568,S1002,Espresso Beans 1kg,Beans,6,2024-08-26,24.0,12234.0,Netherlands
536569,S1001,Ceramic Mug,Merch,5,2024-08-27,8.75,12023.0,United Kingdom
536569,S1004,Travel Tumbler,Merch,2,2024-08-27,18.9,12023.0,United Kingdom
536569,S1002,Espresso Beans 1kg,Beans,2,2024-08-27,24.0,12023.0,United Kingdom
536570,S1005,Decaf Beans 1kg,Beans,3,2024-08-06,22.5,12326.0,United Kingdom
536570,S1001,Ceramic Mug,Merch,11,2024-08-06,8.75,12326.0,United Kingdom
536571,S1002,Espresso Beans 1kg,Beans,7,2024-08-18,24.0,,Germany
536572,S1006,Milk Frother,Equipment,9,2024-08-12,31.0,12070.0,Netherlands
536572,S1006,Milk Frother,Equipment,12,2024-08-12,31.0,12070.0,Netherlands
536572,S1001,Ceramic Mug,Merch,7,2024-08-12,8.75,12070.0,Netherlands
536573,S1002,Espresso Beans 1kg,Beans,4,2024-08-18,24.0,12138.0,United Kingdom
536574,S1005,Decaf Beans 1kg,Beans,12,2024-08-23,22.5,12205.0,United Kingdom
536574,S1004,Travel Tumbler,Merch,10,2024-08-23,18.9,12205.0,United Kingdom
536575,S1006,Milk Frother,Equipment,2,2024-08-23,31.0,12018.0,United Kingdom
536576,S1006,Milk Frother,Equipment,6,2024-08-22,31.0,12309.0,Germany
536576,S1007,Gift Card,Other,2,2024-08-22,25.0,12309.0,Germany
536576,S1000,Cold Brew Concentrate,Beverage,4,2024-08-22,12.5,12309.0,Germany
536577,S1003,Paper Filters x100,Supplies,8,2024-08-11,4.25,12074.0,Germany
536578,S1005,Decaf Beans 1kg,Beans,1,2024-08-02,22.5,12160.0,United Kingdom
536579,S1003,Paper Filters x100,Supplies,10,2024-08-10,4.25,12317.0,Germany
536579,S1007,Gift Card,Other,11,2024-08-10,25.0,12317.0,Germany
536580,S1005,Decaf Beans 1kg,Beans,12,2024-08-24,22.5,12250.0,France
536580,S1002,Espresso Beans 1kg,Beans,1,2024-08-24,24.0,12250.0,France
536580,S1003,Paper Filters x100,Supplies,5,2024-08-24,4.25,12250.0,France
536581,S1007,Gift Card,Other,6,2024-08-14,25.0,12390.0,Ireland
536581,S1001,Ceramic Mug,Merch,2,2024-08-14,8.75,12390.0,Ireland
536581,S1000,Cold Brew Concentrate,Beverage,1,2024-08-14,12.5,12390.0,Ireland
536582,S1003,Paper Filters x100,Supplies,12,2024-08-27,4.25,12358.0,United Kingdom
536582,S1005,Decaf Beans 1kg,Beans,3,2024-08-27,22.5,12358.0,United Kingdom
536583,S1001,Ceramic Mug,Merch,12,2024-08-12,8.75,12156.0,Ireland
536583,S1001,Ceramic Mug,Merch,10,2024-08-12,8.75,12156.0,Ireland
536584,S1004,Travel Tumbler,Merch,1,2024-08-20,18.9,12207.0,United Kingdom
536584,S1005,Decaf Beans 1kg,Beans,1,2024-08-20,22.5,12207.0,United Kingdom
536584,S1004,Travel Tumbler,Merch,2,2024-08-20,18.9,12207.0,United Kingdom
536585,S1003,Paper Filters x100,Supplies,3,2024-08-22,4.25,12257.0,Germany
536586,S1001,Ceramic Mug,Merch,3,2024-08-17,8.75,12245.0,Germany
536587,S1007,Gift Card,Other,4,2024-08-10,25.0,12188.0,Ireland
536587,S1003,Paper Filters x100,Supplies,2,2024-08-10,4.25,12188.0,Ireland
536587,S1001,Ceramic Mug,Merch,7,2024-08-10,8.75,12188.0,Ireland
536588,S1001,Ceramic Mug,Merch,6,2024-08-15,8.75,12000.0,United Kingdom
536589,S1003,Paper Filters x100,Supplies,8,2024-08-16,4.25,12280.0,United Kingdom
536589,S1000,Cold Brew Concentrate,Beverage,3,2024-08-16,12.5,12280.0,United Kingdom
536589,S1002,Espresso Beans 1kg,Beans,7,2024-08-16,24.0,12280.0,United Kingdom
536590,S1007,Gift Card,Other,6,2024-08-19,25.0,,United Kingdom
536590,S1006,Milk Frother,Equipment,9,2024-08-19,31.0,12384.0,United Kingdom
536590,S1000,Cold Brew Concentrate,Beverage,4,2024-08-19,12.5,12384.0,United Kingdom
536591,S1007,Gift Card,Other,11,2024-08-15,25.0,12234.0,United Kingdom
536591,S1002,Espresso Beans 1kg,Beans,6,2024-08-15,24.0,12234.0,United Kingdom
536592,S1007,Gift Card,Other,4,2024-08-13,25.0,12034.0,United Kingdom
536592,S1007,Gift Card,Other,2,2024-08-13,25.0,12034.0,United Kingdom
536592,S1005,Decaf Beans 1kg,Beans,8,2024-08-13,22.5,12034.0,United Kingdom
536593,S1001,Ceramic Mug,Merch,8,2024-08-17,8.75,12174.0,Netherlands
536593,S1003,Paper Filters x100,Supplies,5,2024-08-17,4.25,12174.0,Netherlands
536593,S1002,Espresso Beans 1kg,Beans,6,2024-08-17,24.0,12174.0,Netherlands
536594,S1003,Paper Filters x100,Supplies,2,2024-08-14,4.25,12006.0,Ireland
536594,S1004,Travel Tumbler,Merch,11,2024-08-14,18.9,12006.0,Ireland
536595,S1002,Espresso Beans 1kg,Beans,10,2024-08-23,24.0,12066.0,Ireland
536595,S1001,Ceramic Mug,Merch,6,2024-08-23,8.75,12066.0,Ireland
536596,S1001,Ceramic Mug,Merch,12,2024-08-03,8.75,12210.0,Germany
536596,S1007,Gift Card,Other,11,2024-08-03,25.0,12210.0,Germany
536596,S1002,Espresso Beans 1kg,Beans,5,2024-08-03,24.0,12210.0,Germany
536597,S1004,Travel Tumbler,Merch,12,2024-08-04,18.9,12392.0,Germany
536597,S1000,Cold Brew Concentrate,Beverage,6,2024-08-04,12.5,12392.0,Germany
536598,S1003,Paper Filters x100,Supplies,4,2024-08-28,4.25,12044.0,United Kingdom
536599,S1000,Cold Brew Concentrate,Beverage,12,2024-08-03,12.5,12146.0,France
536600,S1007,Gift Card,Other,9,2024-08-20,25.0,12262.0,Germany
536600,S1003,Paper Filters x100,Supplies,8,2024-08-20,4.25,12262.0,Germany
536600,S1003,Paper Filters x100,Supplies,7,2024-08-20,4.25,12262.0,Germany
536601,S1001,Ceramic Mug,Merch,10,2024-08-03,8.75,12012.0,France
536602,S1005,Decaf Beans 1kg,Beans,4,2024-08-10,22.5,12296.0,United Kingdom
536602,S1005,Decaf Beans 1kg,Beans,6,2024-08-10,22.5,12296.0,United Kingdom
536603,S1003,Paper Filters x100,Supplies,8,2024-08-19,4.25,12130.0,Netherlands
536604,S1004,Travel Tumbler,Merch,6,2024-08-03,18.9,12109.0,France
536604,S1001,Ceramic Mug,Merch,11,2024-08-03,8.75,12109.0,France
536605,S1005,Decaf Beans 1kg,Beans,12,2024-08-28,22.5,12337.0,Germany
536605,S1007,Gift Card,Other,1,2024-08-28,25.0,12337.0,Germany
536605,S1004,Travel Tumbler,Merch,4,2024-08-28,18.9,,Germany
536606,S1003,Paper Filters x100,Supplies,12,2024-09-03,4.25,12387.0,Netherlands
536606,S1004,Travel Tumbler,Merch,12,2024-09-03,18.9,12387.0,Netherlands
536606,S1000,Cold Brew Concentrate,Beverage,8,2024-09-03,12.5,12387.0,Netherlands
536607,S1004,Travel Tumbler,Merch,5,2024-09-24,18.9,12315.0,France
536607,S1006,Milk Frother,Equipment,6,2024-09-24,31.0,12315.0,France
536607,S1002,Espresso Beans 1kg,Beans,11,2024-09-24,24.0,12315.0,France
536608,S1003,Paper Filters x100,Supplies,1,2024-09-24,4.25,12017.0,United Kingdom
536609,S1001,Ceramic Mug,Merch,6,2024-09-02,8.75,12135.0,United Kingdom
536610,S1007,Gift Card,Other,9,2024-09-24,25.0,12102.0,United Kingdom
536611,S1002,Espresso Beans 1kg,Beans,12,2024-09-06,24.0,12038.0,United Kingdom
536612,S1002,Espresso Beans 1kg,Beans,6,2024-09-20,24.0,12128.0,United Kingdom
536612,S1001,Ceramic Mug,Merch,7,2024-09-20,8.75,12128.0,United Kingdom
536612,S1001,Ceramic Mug,Merch,3,2024-09-20,8.75,12128.0,United Kingdom
536613,S1002,Espresso Beans 1kg,Beans,7,2024-09-14,24.0,12275.0,United Kingdom
536613,S1001,Ceramic Mug,Merch,3,2024-09-14,8.75,12275.0,United Kingdom
536613,S1001,Ceramic Mug,Merch,3,2024-09-14,8.75,12275.0,United Kingdom
536614,S1002,Espresso Beans 1kg,Beans,2,2024-09-18,24.0,12128.0,Germany
536614,S1002,Espresso Beans 1kg,Beans,4,2024-09-18,24.0,12128.0,Germany
536615,S1000,Cold Brew Concentrate,Beverage,11,2024-09-07,12.5,12185.0,Netherlands
536615,S1002,Espresso Beans 1kg,Beans,8,2024-09-07,24.0,12185.0,Netherlands
536616,S1005,Decaf Beans 1kg,Beans,8,2024-09-14,22.5,12363.0,Germany
536616,S1003,Paper Filters x100,Supplies,12,2024-09-14,4.25,12363.0,Germany
536616,S1005,Decaf Beans 1kg,Beans,7,2024-09-14,22.5,12363.0,Germany
536617,S1005,Decaf Beans 1kg,Beans,5,2024-09-03,22.5,12072.0,United Kingdom
536617,S1004,Travel Tumbler,Merch,11,2024-09-03,18.9,12072.0,United Kingdom
536617,S1002,Espresso Beans 1kg,Beans,12,2024-09-03,24.0,12072.0,United Kingdom
536618,S1006,Milk Frother,Equipment,8,2024-09-03,31.0,12286.0,Germany
536619,S1000,Cold Brew Concentrate,Beverage,6,2024-09-01,12.5,12266.0,United Kingdom
536619,S1006,Milk Frother,Equipment,1,2024-09-01,31.0,12266.0,United Kingdom
536619,S1005,Decaf Beans 1kg,Beans,1,2024-09-01,22.5,12266.0,United Kingdom
536620,S1006,Milk Frother,Equipment,1,2024-09-18,31.0,12144.0,United Kingdom
536620,S1000,Cold Brew Concentrate,Beverage,3,2024-09-18,12.5,12144.0,United Kingdom
536621,S1002,Espresso Beans 1kg,Beans,6,2024-09-19,24.0,12008.0,Germany
536621,S1004,Travel Tumbler,Merch,10,2024-09-19,18.9,12008.0,Germany
536622,S1006,Milk Frother,Equipment,6,2024-09-28,31.0,12154.0,Netherlands
536623,S1001,Ceramic Mug,Merch,12,2024-09-17,8.75,12001.0,United Kingdom
536623,S1002,Espresso Beans 1kg,Beans,1,2024-09-17,24.0,12001.0,United Kingdom
536624,S1003,Paper Filters x100,Supplies,5,2024-09-12,4.25,,United Kingdom
536624,S1002,Espresso Beans 1kg,Beans,5,2024-09-12,24.0,12045.0,United Kingdom
536625,S1002,Espresso Beans 1kg,Beans,7,2024-09-04,24.0,,United Kingdom
536626,S1005,Decaf Beans 1kg,Beans,7,2024-09-20,22.5,12264.0,United Kingdom
536626,S1007,Gift Card,Other,11,2024-09-20,25.0,12264.0,United Kingdom
536627,S1001,Ceramic Mug,Merch,8,2024-09-01,8.75,12135.0,Netherlands
536627,S1000,Cold Brew Concentrate,Beverage,10,2024-09-01,12.5,12135.0,Netherlands
536628,S1005,Decaf Beans 1kg,Beans,5,2024-09-13,22.5,12000.0,United Kingdom
